Name, Purpose, Quantity, Total Cost (USD), Link, Distributor
Neodymium magnets 10x1mm, To alow secure connection and mounting for the Ipad case, 1, 10.64, "https://www.amazon.com/gp/product/B0CCXYQZM2/ref=ox_sc_act_title_1?smid=AFDVT2Q21V43E&psc=1", Amazon
